"Year","Country","Cost of Living Index","Rent Index","Cost of Living Plus Rent Index","Groceries Index","Restaurant Price Index","Local Purchasing Power Index","Crime Index","Safety Index","Health Care Index","Health CareExp. Index","Pollution Index","Exp Pollution Index","Price To Income Ratio","Gross Rental Yield City Centre","Gross Rental Yield Outside of Centre","Price To Rent Ratio City Centre","Price To Rent Ratio Outside Of City Centre","Mortgage As A Percentage Of Income","Affordability Index","Traffic Index","Time Index(in minutes)","Time Exp. Index","Inefficiency Index","CO2 Emission Index","Continent"
2017,"Bermuda",146.19,104.76,126.34,139.55,151.39,91.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Switzerland",122.06,56.57,90.68,122.72,119.85,95.35,22.45,77.55,71.04,133.06,20.77,33.18,14.04,3.01,3.15,33.24,31.78,81.89,1.22,84.87,28.3,54.05,104.13,1521.57,"Europe"
2017,"Iceland",111.71,46.53,80.47,103.88,119.74,77.62,27.49,72.51,65.64,119.12,10.02,20.25,6.15,8.07,8.37,12.39,11.95,57.7,1.73,NA,NA,NA,NA,NA,"Europe"
2017,"Norway",106.31,39.88,74.47,98.31,117.13,105.58,45.69,54.31,74.19,135.78,19.45,31.64,7.9,4.18,4.51,23.94,22.16,50.95,1.96,110.98,31.32,181.27,143.06,2941.93,"Europe"
2017,"Bahamas",104.05,40.59,73.63,103.52,89.95,34.76,63.21,36.79,NA,NA,58.04,99.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Us Virgin Islands",85.86,37.23,62.56,75.41,81.12,95.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Japan",85.28,27.56,57.62,89.92,47.83,102.52,20.89,79.11,78.63,143.27,41.01,66.83,12.68,2.21,2.75,45.15,36.32,72.76,1.37,164.04,46.81,4399.1,167.95,1440.15,"Asia"
2017,"Italy",83.7,21.49,53.89,73.94,76.24,71.83,44.66,55.34,66.31,120.46,51.57,86.42,12.39,2.69,3.56,37.18,28.06,82.64,1.21,141.97,36.38,778.78,160.26,4228.66,"Europe"
2017,"Denmark",83.02,35.02,60.01,63.84,101.01,98.76,21.13,78.87,75.45,139.21,25.97,40.05,8.2,4.71,4.82,21.21,20.76,52.39,1.91,83.64,28.42,56.68,101.97,1413.53,"Europe"
2017,"Singapore",82.41,70.22,76.57,71.68,58.33,92.7,16.58,83.42,69.87,129.4,37.04,64.14,21.63,2.75,3.65,36.41,27.39,134.33,0.74,159.72,43.39,2782.9,169.9,2554.54,"Asia"
2017,"New Zealand",80.77,33.8,58.26,73.13,77.46,89.87,38.78,61.22,70.58,127.9,20.03,33.77,8.14,4.99,5.92,20.04,16.9,63.92,1.56,115.62,30.23,119.98,141.62,3910.41,"Oceania"
2017,"Australia",80.66,42.54,62.39,76.87,77.12,101.94,42.42,57.58,74.25,135.08,24.58,39.54,9.24,4.9,5.05,20.41,19.82,70.87,1.41,145.16,34.73,519.74,167.55,5579.23,"Oceania"
2017,"Hong Kong",79.96,84.08,81.93,81.88,54.87,81.45,20.68,79.32,67.99,124.21,69.9,125.84,36.15,2.25,2.23,44.35,44.81,224.85,0.44,146.09,42.22,2332.31,168.88,1813.17,"Asia"
2017,"Israel",77.74,28.44,54.11,65.39,81.35,94.47,29.01,70.99,74.78,136.91,61.71,110.46,10.87,3.45,3.54,28.98,28.27,71.94,1.39,147.44,36.52,803.96,152.28,4932.17,"Asia"
2017,"Luxembourg",77.28,49.95,64.18,65.94,87.3,97.4,29.04,70.96,NA,NA,29.23,45.36,13.93,3.94,3.7,25.37,27.01,84.38,1.19,NA,NA,NA,NA,NA,"Europe"
2017,"Ireland",76.98,40.64,59.56,62.21,81.38,103.52,45.77,54.23,53.33,96.26,27.18,47.33,7.02,6.02,6.91,16.61,14.48,50.79,1.97,129.79,35.01,558.6,152.85,3455.95,"Europe"
2017,"Sweden",75.88,26.86,52.39,67.94,78.27,107.23,46.65,53.35,70.64,129.58,17.87,28.76,11.77,2.52,3.22,39.66,31.08,71.27,1.4,102.03,31.6,200.55,102.1,2131.23,"Europe"
2017,"United States",75.42,40.3,58.59,75.57,70.02,123.17,48.76,51.24,68.22,125.94,31.19,54.44,3.26,11.23,12.24,8.9,8.17,23.53,4.25,156.01,34.58,499.64,199.51,7216.77,"North America"
2017,"South Korea",75.41,22.02,49.82,88.52,44.62,102.38,25.27,74.73,83.2,152.14,52.73,94.83,12.38,2.04,2.51,49.1,39.9,85.47,1.17,105.46,34.18,448.73,98.08,1615.62,"Asia"
2017,"Belgium",75.36,29.64,53.44,65.77,82.34,91.02,44.51,55.49,78.92,144.43,48.92,82.66,6.96,5.82,5.92,17.18,16.88,44.69,2.24,139.61,36.26,758.63,175.18,3914.33,"Europe"
2017,"Kuwait",75.24,37.82,57.31,81.39,45.79,69.68,33.48,66.52,57.6,105.95,67.3,120.25,11.82,5.28,5.16,18.96,19.37,94.86,1.05,NA,NA,NA,NA,NA,"Asia"
2017,"France",74.89,24.83,50.9,69.54,72.89,87.29,43.66,56.34,78.62,144,40.15,68.66,11.58,3,3.67,33.29,27.22,73.86,1.35,129.97,35.81,681.37,128.9,3216.04,"Europe"
2017,"Finland",73.06,26.95,50.96,61.47,76.43,114.97,24.63,75.37,74.85,136.08,13.38,25.98,7.6,3.74,4.6,26.72,21.76,44.51,2.25,111.43,34.92,545.9,109.63,1821.53,"Europe"
2017,"Netherlands",72.47,32.45,53.29,55.95,82.27,86.52,29.89,70.11,82.5,151.34,27.62,44.9,8.52,5.38,5.93,18.6,16.86,56.24,1.78,127.73,33.9,414.35,222.17,3430.52,"Europe"
2017,"Austria",71.52,25.86,49.64,65.86,66.94,95.66,19.25,80.75,80.91,148.9,21.9,35.28,9.66,3.63,3.78,27.55,26.46,59.08,1.69,76.94,26.27,28.17,89.43,1289.32,"Europe"
2017,"Uruguay",70.29,18.57,45.5,56.82,67.62,32.86,51.64,48.36,67.11,120.67,46.86,81.96,19.7,4.47,4.06,22.38,24.62,202.18,0.49,NA,NA,NA,NA,NA,"South America"
2017,"Canada",70.16,29.84,50.83,69.26,65.65,108.01,39.25,60.75,69.23,127.13,26.54,44.96,6.4,5.47,6.16,18.29,16.23,42.14,2.37,149.56,36.24,754.76,181.64,5236.82,"North America"
2017,"Puerto Rico",69.59,19.55,45.61,66.84,63.26,83.05,69.19,30.81,56.28,103.88,55.78,96.27,5.11,7.03,6.54,14.22,15.28,40.14,2.49,NA,NA,NA,NA,NA,"North America"
2017,"United Kingdom",69.49,30.98,51.03,55.85,76.84,96.85,41.19,58.81,74.28,135.95,34.88,57,10,4.16,4.4,24.02,22.75,69.1,1.45,130.7,34.6,502.14,164.17,3705.96,"Europe"
2017,"Qatar",69.2,66.81,68.06,56.09,72.73,111.28,15.7,84.3,66.14,119.54,73.29,130.41,6.19,9.49,9.19,10.54,10.88,47.11,2.12,151.56,32.97,315.22,130.62,7993.14,"Asia"
2017,"United Arab Emirates",67.98,68.84,68.39,55.36,63.92,116.77,20.66,79.34,60.49,111.23,58.52,101,5.6,9.7,10.65,10.3,9.39,42.07,2.38,161.77,35.05,565.01,198.76,7895.27,"Asia"
2017,"Germany",65.5,25.35,46.26,50.09,62.62,124.88,32.03,67.97,76.74,140.31,27.05,42.98,7.46,3.75,4.09,26.68,24.47,45.91,2.18,95.92,30.55,136.17,106.38,1882.46,"Europe"
2017,"Malta",62.8,23.2,43.82,52.83,66.89,68.09,30.56,69.44,76.18,139.03,69.56,121.35,8.74,5.89,6.14,16.98,16.28,61.42,1.63,NA,NA,NA,NA,NA,"Europe"
2017,"Macao",62.56,39,51.27,56.33,48.56,86.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
2017,"Lebanon",61.65,30.89,46.91,46.92,60.23,53.61,49.16,50.84,64.28,118.54,85.11,151.14,13.95,5.36,6.27,18.67,15.94,126.66,0.79,162.78,36.15,738.88,157.05,7554.4,"Asia"
2017,"Taiwan",61.38,14.8,39.06,72.89,28.14,118.57,17.24,82.76,81.14,148.12,62.91,109.49,12.87,1.54,1.71,64.91,58.64,78.76,1.27,127.32,32.69,288.63,181.08,4119.38,"Asia"
2017,"Ghana",60.48,46.73,53.89,56.35,43.38,14.52,46.99,53.01,NA,NA,98.83,179.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Jordan",59.22,12.51,36.83,50.19,56.19,42.27,43.14,56.86,71.92,131.35,85.73,153.06,7.96,6.48,7.23,15.43,13.84,76.63,1.3,221.35,47.76,4937.39,251.68,7649.24,"Asia"
2017,"Costa Rica",58.57,18.76,39.5,57.55,45.38,53.63,55.94,44.06,60.19,107.67,50.05,87.33,8.52,7.16,6.56,13.96,15.25,106.17,0.94,NA,NA,NA,NA,NA,"North America"
2017,"Bahrain",57.78,31.64,45.26,55.45,49.24,94.78,35.35,64.65,NA,NA,76.27,140.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
2017,"Jamaica",56.9,11.92,35.34,55.96,39.04,36.61,67.48,32.52,NA,NA,70.71,123.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Panama",56.88,31.86,44.89,57.44,47.42,38.48,50.01,49.99,NA,NA,65.49,116.98,12.25,10.29,9.89,9.72,10.11,102.41,0.98,164.36,36.18,744.38,166.27,7743.18,"North America"
2017,"Trinidad And Tobago",56.15,21.09,39.35,53.54,51.94,57.14,70.15,29.85,NA,NA,71.82,125.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Greece",55.87,10.2,33.98,44.95,54.62,58.24,40.32,59.68,53.92,94.91,52.05,89.41,8.33,4.14,4.2,24.15,23.8,62.48,1.6,120.69,31.6,200.81,133.09,4017.28,"Europe"
2017,"Belize",55.8,11.35,34.5,49.35,33.41,134.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Mongolia",55.56,29.65,43.14,53.99,31.81,22.83,67.62,32.38,NA,NA,93.8,173.11,15.77,9.78,13.36,10.22,7.49,203.47,0.49,NA,NA,NA,NA,NA,"Asia"
2017,"Spain",54.98,18.83,37.65,44.68,53.68,87.87,31.28,68.72,76.65,141.24,37.46,62.93,8.26,4.38,5.23,22.81,19.13,52.02,1.92,121.21,32.63,282.84,147.5,3554.31,"Europe"
2017,"Cyprus",54.07,12.28,34.04,44.06,58.05,95.92,32.46,67.54,54.23,94.54,54.77,93.58,5.21,4.9,5.14,20.42,19.45,39.85,2.51,85.34,20.32,20.32,47.62,2873.86,"Asia"
2017,"Palestinian Territory",53.46,10.31,32.78,50.02,37.8,50.54,38.01,61.99,NA,NA,NA,NA,6.11,6.95,6.87,14.4,14.55,53.86,1.86,NA,NA,NA,NA,NA,"Asia"
2017,"Slovenia",53.24,14.06,34.46,43.48,43.13,78.23,24.05,75.95,64.35,117.51,26.37,46.46,8.34,4.2,4.21,23.82,23.77,60.26,1.66,102.04,26.48,29.41,145.81,3370.73,"Europe"
2017,"Fiji",53.11,27.43,40.8,57.09,36.84,33.67,55.6,44.4,NA,NA,65.34,114.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oceania"
2017,"Brazil",53.07,15.52,35.07,41.65,42.33,42.38,70.62,29.38,51.7,91.48,61.17,104.95,16.96,4.01,4.02,24.92,24.85,224.6,0.45,202.55,46.39,4177.04,237.85,5792.16,"South America"
2017,"Oman",52.59,27.92,40.77,49.34,51.26,111.86,24.47,75.53,NA,NA,49.59,83.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia"
2017,"Argentina",52.57,13.92,34.05,44.06,50.37,58.4,62.63,37.37,73.3,133.68,53.33,92.15,12.07,3.77,3.9,26.53,25.64,333.23,0.3,151.95,37.95,1092.75,149.42,4722.3,"South America"
2017,"Dominican Republic",52.09,12.54,33.14,46.92,42.31,29.08,62.62,37.38,NA,NA,80.21,141.57,12.6,7.02,6.51,14.24,15.36,164.37,0.61,NA,NA,NA,NA,NA,"North America"
2017,"Zimbabwe",51.56,13.58,33.36,44.75,39.95,27.18,53.46,46.54,NA,NA,71.89,127.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Mauritius",50.39,12.62,32.29,43.28,35.81,50.77,51.13,48.87,NA,NA,50.83,87.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Chile",50.09,15.43,33.48,43.19,44.38,61.28,47.5,52.5,60.97,109.82,67.67,123.14,10.67,4.42,5.06,22.64,19.77,83.59,1.2,123.57,35.7,664.42,106.95,2678.27,"South America"
2017,"Estonia",49.5,13.98,32.47,36.74,46.76,68.48,23,77,71.3,130.71,17.71,30.98,10.54,4.11,3.95,24.33,25.3,68.75,1.45,81.51,26.71,31.04,75.19,1644.57,"Europe"
2017,"Portugal",49.19,16.77,33.66,39.14,41.24,62.72,35.39,64.61,70.31,127.45,28.91,47.01,8.85,5.95,6.08,16.81,16.46,60.87,1.64,114.4,30.44,130.15,113.04,3834.55,"Europe"
2017,"Tanzania",48.51,22.8,36.19,37.55,33.48,41.95,61.39,38.61,NA,NA,64.66,112.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Saudi Arabia",48.37,14.36,32.07,40.54,30.22,138.05,23.65,76.35,60.41,108.26,74.18,132.12,2.85,7.29,8.01,13.72,12.49,21.07,4.75,156.57,36.31,767.45,173.92,6298.43,"Asia"
2017,"Croatia",48,10.09,29.83,39.91,37.53,60.71,27.8,72.2,65.49,121.03,33.34,55.35,10.91,3.31,3.69,30.24,27.07,89.21,1.12,102.55,28.45,57.52,98.74,3201.08,"Europe"
2017,"Latvia",47.83,12.09,30.7,36.72,41.16,52.45,36.45,63.55,NA,NA,29.15,47.1,10.39,4.77,5.05,20.96,19.8,68.49,1.46,101.68,28.95,70.94,109.35,2899.73,"Europe"
2017,"Honduras",47.4,11.6,30.24,39.37,36.27,37.49,78.34,21.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Iraq",47.04,15.22,31.79,39.2,44.43,55.09,54.35,45.65,45.92,79.04,80,142.26,7.79,7.04,8.25,14.2,12.12,103.64,0.96,NA,NA,NA,NA,NA,"Asia"
2017,"Cambodia",46.77,14.55,31.33,50.58,22.11,16.59,54.61,45.39,NA,NA,79.3,141.16,24.32,7.44,6.24,13.44,16.03,292.43,0.34,NA,NA,NA,NA,NA,"Asia"
2017,"Lithuania",46.73,13.25,30.69,36.15,40.08,51.67,40.03,59.97,68.74,123.71,34.27,57.21,14.19,3.9,4.14,25.62,24.18,89.18,1.12,99.32,28,47.81,101.35,2952.67,"Europe"
2017,"Namibia",46.48,21.03,34.28,40.86,43.21,50.49,63.09,36.91,NA,NA,NA,NA,8.2,10.09,9.24,9.91,10.83,100.9,0.99,NA,NA,NA,NA,NA,"Africa"
2017,"Ecuador",46.1,12.44,29.97,44.87,30.41,37.77,50.88,49.12,69.24,124.87,57.27,97.53,12.56,6.41,5.17,15.61,19.35,150.54,0.66,NA,NA,NA,NA,NA,"South America"
2017,"Guatemala",46.01,14.31,30.82,43.88,32.63,48.18,59.58,40.42,NA,NA,NA,NA,8.05,7.25,8.56,13.8,11.68,94.38,1.06,NA,NA,NA,NA,NA,"North America"
2017,"El Salvador",45.95,9.38,28.42,41.17,35.15,29.7,71.57,28.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America"
2017,"Libya",45.85,18.8,32.88,47.01,35.69,132.65,54.47,45.53,NA,NA,45.3,76,3.9,7.1,7.13,14.08,14.03,26.6,3.76,NA,NA,NA,NA,NA,"Africa"
2017,"Ethiopia",45.72,20.83,33.79,36.9,23.9,16.66,49.18,50.82,NA,NA,83.16,147.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Slovakia",44.9,16.49,31.29,38.84,33.17,64.75,30.18,69.82,62.63,113.35,43.51,73.79,9.85,5.62,5.57,17.78,17.94,61.59,1.62,141.34,36.03,718.6,291.46,3774.06,"Europe"
2017,"China",44.76,18.67,32.26,47.74,29.68,67.84,33.9,66.1,62.25,111.03,88.96,163.22,23.29,2.23,2.74,44.83,36.49,189.71,0.53,177.45,43.87,2979.14,185.25,4276,"Asia"
2017,"Zambia",44.73,21.94,33.81,33.83,32.32,89.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Thailand",43.71,14.94,29.92,48.31,21.42,34.28,49.78,50.22,80.66,147.46,73.23,128.16,24.43,3.8,3.54,26.29,28.27,212.03,0.47,204.83,43.56,2851.85,256.33,8438.25,"Asia"
2017,"South Africa",43.12,16.33,30.28,36.27,40.2,98.96,75.72,24.28,61.72,110.65,63.56,109.84,3.58,9.51,10.41,10.51,9.6,41.97,2.38,208.19,42.98,2619.5,229.47,9777.29,"Africa"
2017,"Hungary",42.77,12.67,28.35,33.62,32.72,47.52,38.39,61.61,53.46,95.4,43.99,74.67,11.2,5.43,5.97,18.43,16.76,97.32,1.03,113.19,33.09,327.11,111.83,2645.53,"Europe"
2017,"Russia",42.01,17.58,30.3,33.58,43.85,48.27,46.05,53.95,56.4,99.19,63.04,108.39,13.55,5.75,6.31,17.39,15.85,193.91,0.52,203.27,48.57,5424.79,204.96,4452.81,"Europe"
2017,"Czech Republic",41.22,14.83,28.57,35.84,27.99,76.22,30.18,69.82,74.09,136.05,41.04,69.22,10.7,4.17,4.61,24.01,21.71,65.37,1.53,102.5,31.98,228.77,82.28,2145.96,"Europe"
2017,"Indonesia",41.11,11.66,26.99,45.8,20.29,27.61,49.68,50.32,64.8,115.88,76.41,134.41,21.03,4.67,4.94,21.41,20.26,247.68,0.4,226.48,49.44,5983.34,270.77,6927.33,"Asia"
2017,"Malaysia",40.24,11.19,26.32,42.44,20.87,73.34,64.75,35.25,65.99,118.63,67.08,115.69,9.53,4.07,4.05,24.6,24.66,72.87,1.37,175.17,39.4,1447.25,186.01,7071.8,"Asia"
2017,"Vietnam",40.11,15.49,28.31,39.6,20.46,24.77,52.96,47.04,47.87,81.7,88.1,157.69,26.76,4.52,7.03,22.1,14.22,285.55,0.35,119.5,33,318.01,122.67,3316.8,"Asia"
2017,"Peru",39.47,17.23,28.81,36.17,25.5,41.2,63.28,36.72,58.46,104.83,87.86,158.55,16.46,6.24,5.45,16.01,18.34,204.59,0.49,NA,NA,NA,NA,NA,"South America"
2017,"Montenegro",39.35,9.54,25.06,31.1,35.03,46.61,38.67,61.33,NA,NA,49.18,83.62,15.27,3.53,3.7,28.35,27.06,165.12,0.61,NA,NA,NA,NA,NA,"Europe"
2017,"Kenya",39,9.68,24.95,37.65,29.98,30.99,64.96,35.04,NA,NA,70,122.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa"
2017,"Bolivia",38.65,11.07,25.43,32.13,27.97,46.74,59.5,40.5,NA,NA,85.07,151.67,9.65,6.03,6.76,16.58,14.79,89.13,1.12,NA,NA,NA,NA,NA,"South America"
2017,"Turkey",38.6,10.56,25.16,33.46,26.45,55.64,41.09,58.91,71.68,129.2,70.46,125.26,8.87,5.43,6.28,18.41,15.92,121.45,0.82,207.36,47.58,4828.84,229.37,5647.06,"Asia"
